"","Sample","GENE","%COVERAGE","%IDENTITY","ACCESSION","PRODUCT"
"257","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"258","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"259","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","84.27","97.78","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"260","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"261","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"262","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"263","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"264","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"265","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"266","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"267","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"268","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"269","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"270","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"271","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"272","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"273","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"274","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"275","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"276","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"277","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"278","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"279","SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"280","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"281","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"282","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"283","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"284","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"285","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"286","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"287","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"288","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"289","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"290","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"291","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"292","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"293","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"294","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"295","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"296","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"297","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"298","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"299","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"300","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"301","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"302","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"303","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"304","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"305","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"306","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"307","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"308","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"309","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"310","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"311","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"312","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"313","SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"314","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"315","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"316","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"317","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"318","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"319","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"320","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"321","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"322","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"323","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"324","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"325","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"326","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"327","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"328","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"329","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"330","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"331","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"332","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"333","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"334","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"335","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"336","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"337","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsP","100","93.88","AHK25023","(llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]"
"338","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"339","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.23","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"340","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"341","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"342","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"343","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"344","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"345","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"346","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"347","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"348","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"349","SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"350","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"351","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"352","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"353","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"354","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"355","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"356","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"357","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"358","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"359","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"360","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"361","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"362","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"363","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"364","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.19","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"365","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"366","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"367","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.58","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"368","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"369","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"370","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"371","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"372","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"373","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"374","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"375","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"376","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"377","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"378","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"379","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"380","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"381","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"382","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"383","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"384","SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
